tagName;ts;value_diff;tagValue
eau_froide_m3_3_20;2021-03-29 17:36:27.000;26.14;18638.23
eau_froide_m3_3_20;2021-03-30 17:36:27.000;22.38;18660.61
eau_froide_m3_3_20;2021-03-31 17:36:27.000;22.88;18683.49
ECS_kWh_3_22;2021-03-17 17:36:27.000;12.22;15012.22
ECS_kWh_3_22;2021-03-18 17:36:27.000;17.9;15030.12
ECS_kWh_3_22;2021-03-19 17:36:27.000;15.53;15045.65
ECS_kWh_3_22;2021-03-20 17:36:27.000;13.67;15059.32
ECS_kWh_3_22;2021-03-21 17:36:27.000;26.89;15086.21
ECS_kWh_3_22;2021-03-22 17:36:27.000;26.26;15112.47
ECS_kWh_3_22;2021-03-23 17:36:27.000;24.59;15137.06
ECS_kWh_3_22;2021-03-24 17:36:27.000;18.28;15155.34
ECS_kWh_3_22;2021-03-25 17:36:27.000;13.51;15168.85
ECS_kWh_3_22;2021-03-26 17:36:27.000;21.37;15190.22
ECS_kWh_3_22;2021-03-27 17:36:27.000;11.12;15201.34
ECS_kWh_3_22;2021-03-28 17:36:27.000;23.63;15224.97
ECS_kWh_3_22;2021-03-29 17:36:27.000;14.86;15239.83
ECS_kWh_3_22;2021-03-30 17:36:27.000;16.21;15256.04
ECS_kWh_3_22;2021-03-31 17:36:27.000;23.7;15279.74
chauffage_kWh_3_22;2021-03-17 17:36:27.000;13.27;12013.27
chauffage_kWh_3_22;2021-03-18 17:36:27.000;15.4;12028.67
chauffage_kWh_3_22;2021-03-19 17:36:27.000;13.29;12041.96
chauffage_kWh_3_22;2021-03-20 17:36:27.000;24.2;12066.16
chauffage_kWh_3_22;2021-03-21 17:36:27.000;16.88;12083.04
chauffage_kWh_3_22;2021-03-22 17:36:27.000;29.91;12112.95
chauffage_kWh_3_22;2021-03-23 17:36:27.000;23.8;12136.75
chauffage_kWh_3_22;2021-03-24 17:36:27.000;26.19;12162.94
chauffage_kWh_3_22;2021-03-25 17:36:27.000;22.64;12185.58
chauffage_kWh_3_22;2021-03-26 17:36:27.000;11.11;12196.69
chauffage_kWh_3_22;2021-03-27 17:36:27.000;23.54;12220.23
chauffage_kWh_3_22;2021-03-28 17:36:27.000;18.24;12238.47
chauffage_kWh_3_22;2021-03-29 17:36:27.000;25.92;12264.39
chauffage_kWh_3_22;2021-03-30 17:36:27.000;27.07;12291.46
chauffage_kWh_3_22;2021-03-31 17:36:27.000;21.43;12312.89
eau_froide_m3_3_22;2021-03-17 17:36:27.000;29.57;18403.57
eau_froide_m3_3_22;2021-03-18 17:36:27.000;19.92;18423.49
eau_froide_m3_3_22;2021-03-19 17:36:27.000;10.35;18433.84
eau_froide_m3_3_22;2021-03-20 17:36:27.000;15.08;18448.92
eau_froide_m3_3_22;2021-03-21 17:36:27.000;10.33;18459.25
eau_froide_m3_3_22;2021-03-22 17:36:27.000;15.96;18475.21
eau_froide_m3_3_22;2021-03-23 17:36:27.000;25.73;18500.94
eau_froide_m3_3_22;2021-03-24 17:36:27.000;14.53;18515.47
eau_froide_m3_3_22;2021-03-25 17:36:27.000;19.19;18534.66
eau_froide_m3_3_22;2021-03-26 17:36:27.000;20.98;18555.64
eau_froide_m3_3_22;2021-03-27 17:36:27.000;21.56;18577.2
eau_froide_m3_3_22;2021-03-28 17:36:27.000;21.4;18598.6
eau_froide_m3_3_22;2021-03-29 17:36:27.000;14.47;18613.07
eau_froide_m3_3_22;2021-03-30 17:36:27.000;29.94;18643.01
eau_froide_m3_3_22;2021-03-31 17:36:27.000;20.2;18663.21
ECS_kWh_3_23;2021-03-17 17:36:27.000;28.94;15028.94
ECS_kWh_3_23;2021-03-18 17:36:27.000;21.44;15050.38
ECS_kWh_3_23;2021-03-19 17:36:27.000;25.57;15075.95
ECS_kWh_3_23;2021-03-20 17:36:27.000;27.3;15103.25
ECS_kWh_3_23;2021-03-21 17:36:27.000;14.82;15118.07
ECS_kWh_3_23;2021-03-22 17:36:27.000;27.95;15146.02
ECS_kWh_3_23;2021-03-23 17:36:27.000;27.35;15173.37
ECS_kWh_3_23;2021-03-24 17:36:27.000;12.12;15185.49
ECS_kWh_3_23;2021-03-25 17:36:27.000;20.76;15206.25
ECS_kWh_3_23;2021-03-26 17:36:27.000;12.91;15219.16
ECS_kWh_3_23;2021-03-27 17:36:27.000;14.18;15233.34
ECS_kWh_3_23;2021-03-28 17:36:27.000;13.28;15246.62
ECS_kWh_3_23;2021-03-29 17:36:27.000;27.72;15274.34
ECS_kWh_3_23;2021-03-30 17:36:27.000;19.76;15294.1
ECS_kWh_3_23;2021-03-31 17:36:27.000;10.44;15304.54
chauffage_kWh_3_23;2021-03-17 17:36:27.000;27.11;12027.11
chauffage_kWh_3_23;2021-03-18 17:36:27.000;26.89;12054
chauffage_kWh_3_23;2021-03-19 17:36:27.000;17.63;12071.63
chauffage_kWh_3_23;2021-03-20 17:36:27.000;17.03;12088.66
chauffage_kWh_3_23;2021-03-21 17:36:27.000;19.28;12107.94
chauffage_kWh_3_23;2021-03-22 17:36:27.000;28.57;12136.51
chauffage_kWh_3_23;2021-03-23 17:36:27.000;26.68;12163.19
chauffage_kWh_3_23;2021-03-24 17:36:27.000;17.16;12180.35
chauffage_kWh_3_23;2021-03-25 17:36:27.000;21.21;12201.56
chauffage_kWh_3_23;2021-03-26 17:36:27.000;26.68;12228.24
chauffage_kWh_3_23;2021-03-27 17:36:27.000;20.94;12249.18
chauffage_kWh_3_23;2021-03-28 17:36:27.000;25.93;12275.11
chauffage_kWh_3_23;2021-03-29 17:36:27.000;28.99;12304.1
chauffage_kWh_3_23;2021-03-30 17:36:27.000;25.63;12329.73
chauffage_kWh_3_23;2021-03-31 17:36:27.000;20.07;12349.8
eau_froide_m3_3_23;2021-03-17 17:36:27.000;21.01;18395.01
eau_froide_m3_3_23;2021-03-18 17:36:27.000;16.12;18411.13
eau_froide_m3_3_23;2021-03-19 17:36:27.000;27.54;18438.67
eau_froide_m3_3_23;2021-03-20 17:36:27.000;15.78;18454.45
eau_froide_m3_3_23;2021-03-21 17:36:27.000;28.09;18482.54
eau_froide_m3_3_23;2021-03-22 17:36:27.000;26.5;18509.04
eau_froide_m3_3_23;2021-03-23 17:36:27.000;12.37;18521.41
eau_froide_m3_3_23;2021-03-24 17:36:27.000;15.58;18536.99
eau_froide_m3_3_23;2021-03-25 17:36:27.000;17.9;18554.89
eau_froide_m3_3_23;2021-03-26 17:36:27.000;20.17;18575.06
eau_froide_m3_3_23;2021-03-27 17:36:27.000;19.76;18594.82
eau_froide_m3_3_23;2021-03-28 17:36:27.000;19.14;18613.96
eau_froide_m3_3_23;2021-03-29 17:36:27.000;20.86;18634.82
eau_froide_m3_3_23;2021-03-30 17:36:27.000;10.83;18645.65
eau_froide_m3_3_23;2021-03-31 17:36:27.000;25.47;18671.12
ECS_kWh_3_24;2021-03-17 17:36:27.000;15.84;15015.84
ECS_kWh_3_24;2021-03-18 17:36:27.000;19.19;15035.03
ECS_kWh_3_24;2021-03-19 17:36:27.000;10.61;15045.64
ECS_kWh_3_24;2021-03-20 17:36:27.000;18.81;15064.45
ECS_kWh_3_24;2021-03-21 17:36:27.000;18.27;15082.72
ECS_kWh_3_24;2021-03-22 17:36:27.000;24.18;15106.9
ECS_kWh_3_24;2021-03-23 17:36:27.000;28.28;15135.18
ECS_kWh_3_24;2021-03-24 17:36:27.000;23.8;15158.98
ECS_kWh_3_24;2021-03-25 17:36:27.000;13.46;15172.44
ECS_kWh_3_24;2021-03-26 17:36:27.000;20.87;15193.31
ECS_kWh_3_24;2021-03-27 17:36:27.000;28.48;15221.79
ECS_kWh_3_24;2021-03-28 17:36:27.000;16.27;15238.06
ECS_kWh_3_24;2021-03-29 17:36:27.000;28.88;15266.94
ECS_kWh_3_24;2021-03-30 17:36:27.000;18.78;15285.72
ECS_kWh_3_24;2021-03-31 17:36:27.000;22.28;15308
chauffage_kWh_3_24;2021-03-17 17:36:27.000;10.5;12010.5
chauffage_kWh_3_24;2021-03-18 17:36:27.000;16.16;12026.66
chauffage_kWh_3_24;2021-03-19 17:36:27.000;18.93;12045.59
chauffage_kWh_3_24;2021-03-20 17:36:27.000;23.45;12069.04
chauffage_kWh_3_24;2021-03-21 17:36:27.000;29.61;12098.65
chauffage_kWh_3_24;2021-03-22 17:36:27.000;13.85;12112.5
chauffage_kWh_3_24;2021-03-23 17:36:27.000;28.61;12141.11
chauffage_kWh_3_24;2021-03-24 17:36:27.000;19.19;12160.3
chauffage_kWh_3_24;2021-03-25 17:36:27.000;17.56;12177.86
chauffage_kWh_3_24;2021-03-26 17:36:27.000;20.7;12198.56
chauffage_kWh_3_24;2021-03-27 17:36:27.000;28.18;12226.74
chauffage_kWh_3_24;2021-03-28 17:36:27.000;29.11;12255.85
chauffage_kWh_3_24;2021-03-29 17:36:27.000;22.6;12278.45
chauffage_kWh_3_24;2021-03-30 17:36:27.000;11.43;12289.88
chauffage_kWh_3_24;2021-03-31 17:36:27.000;10.08;12299.96
eau_froide_m3_3_24;2021-03-17 17:36:27.000;15.72;18389.72
eau_froide_m3_3_24;2021-03-18 17:36:27.000;24.15;18413.87
eau_froide_m3_3_24;2021-03-19 17:36:27.000;28.57;18442.44
eau_froide_m3_3_24;2021-03-20 17:36:27.000;20.98;18463.42
eau_froide_m3_3_24;2021-03-21 17:36:27.000;10.61;18474.03
eau_froide_m3_3_24;2021-03-22 17:36:27.000;20.45;18494.48
eau_froide_m3_3_24;2021-03-23 17:36:27.000;21.6;18516.08
eau_froide_m3_3_24;2021-03-24 17:36:27.000;13.46;18529.54
eau_froide_m3_3_24;2021-03-25 17:36:27.000;11.73;18541.27
eau_froide_m3_3_24;2021-03-26 17:36:27.000;25.72;18566.99
eau_froide_m3_3_24;2021-03-27 17:36:27.000;16.88;18583.87
eau_froide_m3_3_24;2021-03-28 17:36:27.000;28.37;18612.24
eau_froide_m3_3_24;2021-03-29 17:36:27.000;17.32;18629.56
eau_froide_m3_3_24;2021-03-30 17:36:27.000;17.27;18646.83
eau_froide_m3_3_24;2021-03-31 17:36:27.000;21.78;18668.61
ECS_kWh_3_25;2021-03-17 17:36:27.000;25.83;15025.83
ECS_kWh_3_25;2021-03-18 17:36:27.000;18.41;15044.24
ECS_kWh_3_25;2021-03-19 17:36:27.000;17.84;15062.08
ECS_kWh_3_25;2021-03-20 17:36:27.000;20.8;15082.88
ECS_kWh_3_25;2021-03-21 17:36:27.000;18.76;15101.64
ECS_kWh_3_25;2021-03-22 17:36:27.000;16.09;15117.73
ECS_kWh_3_25;2021-03-23 17:36:27.000;18.5;15136.23
ECS_kWh_3_25;2021-03-24 17:36:27.000;11.49;15147.72
ECS_kWh_3_25;2021-03-25 17:36:27.000;24.74;15172.46
ECS_kWh_3_25;2021-03-26 17:36:27.000;10.43;15182.89
ECS_kWh_3_25;2021-03-27 17:36:27.000;14.62;15197.51
ECS_kWh_3_25;2021-03-28 17:36:27.000;25.93;15223.44
ECS_kWh_3_25;2021-03-29 17:36:27.000;22.42;15245.86
ECS_kWh_3_25;2021-03-30 17:36:27.000;21.95;15267.81
ECS_kWh_3_25;2021-03-31 17:36:27.000;12.13;15279.94
chauffage_kWh_3_25;2021-03-17 17:36:27.000;28.83;12028.83
chauffage_kWh_3_25;2021-03-18 17:36:27.000;18.83;12047.66
chauffage_kWh_3_25;2021-03-19 17:36:27.000;10.94;12058.6
chauffage_kWh_3_25;2021-03-20 17:36:27.000;19.96;12078.56
chauffage_kWh_3_25;2021-03-21 17:36:27.000;22.74;12101.3
chauffage_kWh_3_25;2021-03-22 17:36:27.000;28.2;12129.5
chauffage_kWh_3_25;2021-03-23 17:36:27.000;15.84;12145.34
chauffage_kWh_3_25;2021-03-24 17:36:27.000;28.44;12173.78
chauffage_kWh_3_25;2021-03-25 17:36:27.000;16.55;12190.33
chauffage_kWh_3_25;2021-03-26 17:36:27.000;13.16;12203.49
chauffage_kWh_3_25;2021-03-27 17:36:27.000;12.81;12216.3
chauffage_kWh_3_25;2021-03-28 17:36:27.000;22.7;12239
chauffage_kWh_3_25;2021-03-29 17:36:27.000;29.8;12268.8
chauffage_kWh_3_25;2021-03-30 17:36:27.000;12.62;12281.42
chauffage_kWh_3_25;2021-03-31 17:36:27.000;13.4;12294.82
eau_froide_m3_3_25;2021-03-17 17:36:27.000;28.05;18402.05
eau_froide_m3_3_25;2021-03-18 17:36:27.000;15.13;18417.18
eau_froide_m3_3_25;2021-03-19 17:36:27.000;12.2;18429.38
eau_froide_m3_3_25;2021-03-20 17:36:27.000;22.08;18451.46
eau_froide_m3_3_25;2021-03-21 17:36:27.000;11.78;18463.24
eau_froide_m3_3_25;2021-03-22 17:36:27.000;23.73;18486.97
eau_froide_m3_3_25;2021-03-23 17:36:27.000;25.89;18512.86
eau_froide_m3_3_25;2021-03-24 17:36:27.000;11.1;18523.96
eau_froide_m3_3_25;2021-03-25 17:36:27.000;10.78;18534.74
eau_froide_m3_3_25;2021-03-26 17:36:27.000;21.93;18556.67
eau_froide_m3_3_25;2021-03-27 17:36:27.000;26.02;18582.69
eau_froide_m3_3_25;2021-03-28 17:36:27.000;18.22;18600.91
eau_froide_m3_3_25;2021-03-29 17:36:27.000;19.77;18620.68
eau_froide_m3_3_25;2021-03-30 17:36:27.000;11.2;18631.88
eau_froide_m3_3_25;2021-03-31 17:36:27.000;18.75;18650.63
ECS_kWh_3_26;2021-03-17 17:36:27.000;16.6;15016.6
ECS_kWh_3_26;2021-03-18 17:36:27.000;24.3;15040.9
ECS_kWh_3_26;2021-03-19 17:36:27.000;20.8;15061.7
ECS_kWh_3_26;2021-03-20 17:36:27.000;15.53;15077.23
ECS_kWh_3_26;2021-03-21 17:36:27.000;14.24;15091.47
ECS_kWh_3_26;2021-03-22 17:36:27.000;29.58;15121.05
ECS_kWh_3_26;2021-03-23 17:36:27.000;23.45;15144.5
ECS_kWh_3_26;2021-03-24 17:36:27.000;28.83;15173.33
ECS_kWh_3_26;2021-03-25 17:36:27.000;27.88;15201.21
ECS_kWh_3_26;2021-03-26 17:36:27.000;10.73;15211.94
ECS_kWh_3_26;2021-03-27 17:36:27.000;22.02;15233.96
ECS_kWh_3_26;2021-03-28 17:36:27.000;17.9;15251.86
ECS_kWh_3_26;2021-03-29 17:36:27.000;23.48;15275.34
ECS_kWh_3_26;2021-03-30 17:36:27.000;16.86;15292.2
ECS_kWh_3_26;2021-03-31 17:36:27.000;13.94;15306.14
chauffage_kWh_3_26;2021-03-17 17:36:27.000;17.49;12017.49
chauffage_kWh_3_26;2021-03-18 17:36:27.000;16.69;12034.18
chauffage_kWh_3_26;2021-03-19 17:36:27.000;11.85;12046.03
chauffage_kWh_3_26;2021-03-20 17:36:27.000;19.17;12065.2
chauffage_kWh_3_26;2021-03-21 17:36:27.000;26.95;12092.15
chauffage_kWh_3_26;2021-03-22 17:36:27.000;23.74;12115.89
chauffage_kWh_3_26;2021-03-23 17:36:27.000;17.64;12133.53
chauffage_kWh_3_26;2021-03-24 17:36:27.000;27.54;12161.07
chauffage_kWh_3_26;2021-03-25 17:36:27.000;17.27;12178.34
chauffage_kWh_3_26;2021-03-26 17:36:27.000;20.9;12199.24
chauffage_kWh_3_26;2021-03-27 17:36:27.000;23.12;12222.36
chauffage_kWh_3_26;2021-03-28 17:36:27.000;22.96;12245.32
chauffage_kWh_3_26;2021-03-29 17:36:27.000;18.49;12263.81
chauffage_kWh_3_26;2021-03-30 17:36:27.000;27;12290.81
chauffage_kWh_3_26;2021-03-31 17:36:27.000;15.03;12305.84
eau_froide_m3_3_26;2021-03-17 17:36:27.000;13.99;18387.99
eau_froide_m3_3_26;2021-03-18 17:36:27.000;14.15;18402.14
eau_froide_m3_3_26;2021-03-19 17:36:27.000;16.43;18418.57
eau_froide_m3_3_26;2021-03-20 17:36:27.000;22.59;18441.16
eau_froide_m3_3_26;2021-03-21 17:36:27.000;14.73;18455.89
eau_froide_m3_3_26;2021-03-22 17:36:27.000;21.19;18477.08
eau_froide_m3_3_26;2021-03-23 17:36:27.000;12.24;18489.32
eau_froide_m3_3_26;2021-03-24 17:36:27.000;18.75;18508.07
eau_froide_m3_3_26;2021-03-25 17:36:27.000;21.38;18529.45
eau_froide_m3_3_26;2021-03-26 17:36:27.000;28.58;18558.03
eau_froide_m3_3_26;2021-03-27 17:36:27.000;20.35;18578.38
eau_froide_m3_3_26;2021-03-28 17:36:27.000;16.57;18594.95
eau_froide_m3_3_26;2021-03-29 17:36:27.000;25.9;18620.85
eau_froide_m3_3_26;2021-03-30 17:36:27.000;27.01;18647.86
eau_froide_m3_3_26;2021-03-31 17:36:27.000;11.25;18659.11
ECS_kWh_3_27;2021-03-17 17:36:27.000;29.66;15029.66
ECS_kWh_3_27;2021-03-18 17:36:27.000;14.32;15043.98
ECS_kWh_3_27;2021-03-19 17:36:27.000;18.99;15062.97
ECS_kWh_3_27;2021-03-20 17:36:27.000;20.39;15083.36
ECS_kWh_3_27;2021-03-21 17:36:27.000;27.52;15110.88
ECS_kWh_3_27;2021-03-22 17:36:27.000;17.5;15128.38
ECS_kWh_3_27;2021-03-23 17:36:27.000;19.58;15147.96
ECS_kWh_3_27;2021-03-24 17:36:27.000;28.57;15176.53
ECS_kWh_3_27;2021-03-25 17:36:27.000;27.52;15204.05
ECS_kWh_3_27;2021-03-26 17:36:27.000;17.75;15221.8
ECS_kWh_3_27;2021-03-27 17:36:27.000;28.54;15250.34
ECS_kWh_3_27;2021-03-28 17:36:27.000;25.39;15275.73
ECS_kWh_3_27;2021-03-29 17:36:27.000;29.64;15305.37
ECS_kWh_3_27;2021-03-30 17:36:27.000;13.41;15318.78
ECS_kWh_3_27;2021-03-31 17:36:27.000;19.93;15338.71
chauffage_kWh_3_27;2021-03-17 17:36:27.000;13.22;12013.22
chauffage_kWh_3_27;2021-03-18 17:36:27.000;25.66;12038.88
chauffage_kWh_3_27;2021-03-19 17:36:27.000;27.18;12066.06
chauffage_kWh_3_27;2021-03-20 17:36:27.000;14.79;12080.85
chauffage_kWh_3_27;2021-03-21 17:36:27.000;10.18;12091.03
chauffage_kWh_3_27;2021-03-22 17:36:27.000;23.56;12114.59
chauffage_kWh_3_27;2021-03-23 17:36:27.000;11.33;12125.92
chauffage_kWh_3_27;2021-03-24 17:36:27.000;14.4;12140.32
chauffage_kWh_3_27;2021-03-25 17:36:27.000;25.93;12166.25
chauffage_kWh_3_27;2021-03-26 17:36:27.000;25.28;12191.53
chauffage_kWh_3_27;2021-03-27 17:36:27.000;15.56;12207.09
chauffage_kWh_3_27;2021-03-28 17:36:27.000;19.85;12226.94
chauffage_kWh_3_27;2021-03-29 17:36:27.000;20.85;12247.79
chauffage_kWh_3_27;2021-03-30 17:36:27.000;15.96;12263.75
chauffage_kWh_3_27;2021-03-31 17:36:27.000;13.45;12277.2
eau_froide_m3_3_27;2021-03-17 17:36:27.000;19.16;18393.16
eau_froide_m3_3_27;2021-03-18 17:36:27.000;19.29;18412.45
eau_froide_m3_3_27;2021-03-19 17:36:27.000;29.86;18442.31
eau_froide_m3_3_27;2021-03-20 17:36:27.000;20.19;18462.5
eau_froide_m3_3_27;2021-03-21 17:36:27.000;18.09;18480.59
eau_froide_m3_3_27;2021-03-22 17:36:27.000;22.21;18502.8
eau_froide_m3_3_27;2021-03-23 17:36:27.000;23.32;18526.12
eau_froide_m3_3_27;2021-03-24 17:36:27.000;12.02;18538.14
eau_froide_m3_3_27;2021-03-25 17:36:27.000;13.66;18551.8
eau_froide_m3_3_27;2021-03-26 17:36:27.000;18.16;18569.96
eau_froide_m3_3_27;2021-03-27 17:36:27.000;15.68;18585.64
eau_froide_m3_3_27;2021-03-28 17:36:27.000;26.86;18612.5
eau_froide_m3_3_27;2021-03-29 17:36:27.000;21.91;18634.41
eau_froide_m3_3_27;2021-03-30 17:36:27.000;28.3;18662.71
eau_froide_m3_3_27;2021-03-31 17:36:27.000;10.66;18673.37
ECS_kWh_3_28;2021-03-17 17:36:27.000;17.3;15017.3
ECS_kWh_3_28;2021-03-18 17:36:27.000;24.94;15042.24
ECS_kWh_3_28;2021-03-19 17:36:27.000;19.84;15062.08
ECS_kWh_3_28;2021-03-20 17:36:27.000;21.54;15083.62
ECS_kWh_3_28;2021-03-21 17:36:27.000;19.47;15103.09
ECS_kWh_3_28;2021-03-22 17:36:27.000;10.72;15113.81
ECS_kWh_3_28;2021-03-23 17:36:27.000;25.92;15139.73
ECS_kWh_3_28;2021-03-24 17:36:27.000;14.51;15154.24
ECS_kWh_3_28;2021-03-25 17:36:27.000;12.02;15166.26
ECS_kWh_3_28;2021-03-26 17:36:27.000;19.76;15186.02
ECS_kWh_3_28;2021-03-27 17:36:27.000;14.18;15200.2
ECS_kWh_3_28;2021-03-28 17:36:27.000;28.04;15228.24
ECS_kWh_3_28;2021-03-29 17:36:27.000;18.77;15247.01
ECS_kWh_3_28;2021-03-30 17:36:27.000;10.76;15257.77
ECS_kWh_3_28;2021-03-31 17:36:27.000;29.71;15287.48
chauffage_kWh_3_28;2021-03-17 17:36:27.000;21.74;12021.74
chauffage_kWh_3_28;2021-03-18 17:36:27.000;20.19;12041.93
chauffage_kWh_3_28;2021-03-19 17:36:27.000;22.31;12064.24
chauffage_kWh_3_28;2021-03-20 17:36:27.000;11.27;12075.51
chauffage_kWh_3_28;2021-03-21 17:36:27.000;15.77;12091.28
chauffage_kWh_3_28;2021-03-22 17:36:27.000;23.53;12114.81
chauffage_kWh_3_28;2021-03-23 17:36:27.000;19.25;12134.06
chauffage_kWh_3_28;2021-03-24 17:36:27.000;18.77;12152.83
chauffage_kWh_3_28;2021-03-25 17:36:27.000;13.31;12166.14
chauffage_kWh_3_28;2021-03-26 17:36:27.000;18.86;12185
chauffage_kWh_3_28;2021-03-27 17:36:27.000;11.56;12196.56
chauffage_kWh_3_28;2021-03-28 17:36:27.000;18.35;12214.91
chauffage_kWh_3_28;2021-03-29 17:36:27.000;14.59;12229.5
chauffage_kWh_3_28;2021-03-30 17:36:27.000;29.98;12259.48
chauffage_kWh_3_28;2021-03-31 17:36:27.000;17.35;12276.83
eau_froide_m3_3_28;2021-03-17 17:36:27.000;20.24;18394.24
eau_froide_m3_3_28;2021-03-18 17:36:27.000;24.73;18418.97
eau_froide_m3_3_28;2021-03-19 17:36:27.000;10.14;18429.11
eau_froide_m3_3_28;2021-03-20 17:36:27.000;16.07;18445.18
eau_froide_m3_3_28;2021-03-21 17:36:27.000;26.89;18472.07
eau_froide_m3_3_28;2021-03-22 17:36:27.000;22.1;18494.17
eau_froide_m3_3_28;2021-03-23 17:36:27.000;19.49;18513.66
eau_froide_m3_3_28;2021-03-24 17:36:27.000;26.58;18540.24
eau_froide_m3_3_28;2021-03-25 17:36:27.000;10.84;18551.08
eau_froide_m3_3_28;2021-03-26 17:36:27.000;29.09;18580.17
eau_froide_m3_3_28;2021-03-27 17:36:27.000;12.39;18592.56
eau_froide_m3_3_28;2021-03-28 17:36:27.000;11.09;18603.65
eau_froide_m3_3_28;2021-03-29 17:36:27.000;14.46;18618.11
eau_froide_m3_3_28;2021-03-30 17:36:27.000;18.2;18636.31
eau_froide_m3_3_28;2021-03-31 17:36:27.000;14.14;18650.45
ECS_kWh_3_30;2021-03-17 17:36:27.000;26.19;15026.19
ECS_kWh_3_30;2021-03-18 17:36:27.000;14.12;15040.31
ECS_kWh_3_30;2021-03-19 17:36:27.000;27.11;15067.42
ECS_kWh_3_30;2021-03-20 17:36:27.000;16.18;15083.6
ECS_kWh_3_30;2021-03-21 17:36:27.000;22.67;15106.27
ECS_kWh_3_30;2021-03-22 17:36:27.000;25.15;15131.42
ECS_kWh_3_30;2021-03-23 17:36:27.000;18.18;15149.6
ECS_kWh_3_30;2021-03-24 17:36:27.000;28.47;15178.07
ECS_kWh_3_30;2021-03-25 17:36:27.000;19.21;15197.28
ECS_kWh_3_30;2021-03-26 17:36:27.000;22.84;15220.12
ECS_kWh_3_30;2021-03-27 17:36:27.000;12.84;15232.96
ECS_kWh_3_30;2021-03-28 17:36:27.000;27.59;15260.55
ECS_kWh_3_30;2021-03-29 17:36:27.000;18.47;15279.02
ECS_kWh_3_30;2021-03-30 17:36:27.000;25.08;15304.1
ECS_kWh_3_30;2021-03-31 17:36:27.000;10.19;15314.29
chauffage_kWh_3_30;2021-03-17 17:36:27.000;17.57;12017.57
chauffage_kWh_3_30;2021-03-18 17:36:27.000;14.6;12032.17
chauffage_kWh_3_30;2021-03-19 17:36:27.000;26.71;12058.88
chauffage_kWh_3_30;2021-03-20 17:36:27.000;18.61;12077.49
chauffage_kWh_3_30;2021-03-21 17:36:27.000;20.88;12098.37
chauffage_kWh_3_30;2021-03-22 17:36:27.000;19.66;12118.03
chauffage_kWh_3_30;2021-03-23 17:36:27.000;21.19;12139.22
chauffage_kWh_3_30;2021-03-24 17:36:27.000;13.77;12152.99
chauffage_kWh_3_30;2021-03-25 17:36:27.000;23.78;12176.77
chauffage_kWh_3_30;2021-03-26 17:36:27.000;29.11;12205.88
chauffage_kWh_3_30;2021-03-27 17:36:27.000;10.89;12216.77
chauffage_kWh_3_30;2021-03-28 17:36:27.000;25.19;12241.96
chauffage_kWh_3_30;2021-03-29 17:36:27.000;29.62;12271.58
chauffage_kWh_3_30;2021-03-30 17:36:27.000;13.69;12285.27
chauffage_kWh_3_30;2021-03-31 17:36:27.000;17.75;12303.02
eau_froide_m3_3_30;2021-03-17 17:36:27.000;23.31;18397.31
eau_froide_m3_3_30;2021-03-18 17:36:27.000;14.97;18412.28
eau_froide_m3_3_30;2021-03-19 17:36:27.000;27.45;18439.73
eau_froide_m3_3_30;2021-03-20 17:36:27.000;17.27;18457
eau_froide_m3_3_30;2021-03-21 17:36:27.000;20.44;18477.44
eau_froide_m3_3_30;2021-03-22 17:36:27.000;28.2;18505.64
eau_froide_m3_3_30;2021-03-23 17:36:27.000;15.41;18521.05
eau_froide_m3_3_30;2021-03-24 17:36:27.000;24.29;18545.34
eau_froide_m3_3_30;2021-03-25 17:36:27.000;28.92;18574.26
eau_froide_m3_3_30;2021-03-26 17:36:27.000;18.05;18592.31
eau_froide_m3_3_30;2021-03-27 17:36:27.000;15.05;18607.36
eau_froide_m3_3_30;2021-03-28 17:36:27.000;12.53;18619.89
eau_froide_m3_3_30;2021-03-29 17:36:27.000;24.66;18644.55
eau_froide_m3_3_30;2021-03-30 17:36:27.000;16.14;18660.69
eau_froide_m3_3_30;2021-03-31 17:36:27.000;20.53;18681.22
ECS_kWh_3_31;2021-03-17 17:36:27.000;14.77;15014.77
ECS_kWh_3_31;2021-03-18 17:36:27.000;20.61;15035.38
ECS_kWh_3_31;2021-03-19 17:36:27.000;10.02;15045.4
ECS_kWh_3_31;2021-03-20 17:36:27.000;15.49;15060.89
ECS_kWh_3_31;2021-03-21 17:36:27.000;28.7;15089.59
ECS_kWh_3_31;2021-03-22 17:36:27.000;23.88;15113.47
ECS_kWh_3_31;2021-03-23 17:36:27.000;21.83;15135.3
ECS_kWh_3_31;2021-03-24 17:36:27.000;26.43;15161.73
ECS_kWh_3_31;2021-03-25 17:36:27.000;29.14;15190.87
ECS_kWh_3_31;2021-03-26 17:36:27.000;15.9;15206.77
ECS_kWh_3_31;2021-03-27 17:36:27.000;12.35;15219.12
ECS_kWh_3_31;2021-03-28 17:36:27.000;10.46;15229.58
ECS_kWh_3_31;2021-03-29 17:36:27.000;22.53;15252.11
ECS_kWh_3_31;2021-03-30 17:36:27.000;16.02;15268.13
ECS_kWh_3_31;2021-03-31 17:36:27.000;22.45;15290.58
chauffage_kWh_3_31;2021-03-17 17:36:27.000;12.89;12012.89
chauffage_kWh_3_31;2021-03-18 17:36:27.000;27.5;12040.39
chauffage_kWh_3_31;2021-03-19 17:36:27.000;23.21;12063.6
