tagName;ts;tagValue
chauffage_kWh_3_24;2021-03-19 17:36:27.000;22.6
chauffage_kWh_3_24;2021-03-18 17:36:27.000;11.43
chauffage_kWh_3_24;2021-03-17 17:36:27.000;10.08
eau_froide_m3_3_24;2021-03-31 17:36:27.000;15.72
eau_froide_m3_3_24;2021-03-30 17:36:27.000;24.15
eau_froide_m3_3_24;2021-03-29 17:36:27.000;28.57
eau_froide_m3_3_24;2021-03-28 17:36:27.000;20.98
eau_froide_m3_3_24;2021-03-27 17:36:27.000;10.61
eau_froide_m3_3_24;2021-03-26 17:36:27.000;20.45
eau_froide_m3_3_24;2021-03-25 17:36:27.000;21.6
eau_froide_m3_3_24;2021-03-24 17:36:27.000;13.46
eau_froide_m3_3_24;2021-03-23 17:36:27.000;11.73
eau_froide_m3_3_24;2021-03-22 17:36:27.000;25.72
eau_froide_m3_3_24;2021-03-21 17:36:27.000;16.88
eau_froide_m3_3_24;2021-03-20 17:36:27.000;28.37
eau_froide_m3_3_24;2021-03-19 17:36:27.000;17.32
eau_froide_m3_3_24;2021-03-18 17:36:27.000;17.27
eau_froide_m3_3_24;2021-03-17 17:36:27.000;21.78
ECS_kWh_3_25;2021-03-31 17:36:27.000;25.83
ECS_kWh_3_25;2021-03-30 17:36:27.000;18.41
ECS_kWh_3_25;2021-03-29 17:36:27.000;17.84
ECS_kWh_3_25;2021-03-28 17:36:27.000;20.8
ECS_kWh_3_25;2021-03-27 17:36:27.000;18.76
ECS_kWh_3_25;2021-03-26 17:36:27.000;16.09
ECS_kWh_3_25;2021-03-25 17:36:27.000;18.5
ECS_kWh_3_25;2021-03-24 17:36:27.000;11.49
ECS_kWh_3_25;2021-03-23 17:36:27.000;24.74
ECS_kWh_3_25;2021-03-22 17:36:27.000;10.43
ECS_kWh_3_25;2021-03-21 17:36:27.000;14.62
ECS_kWh_3_25;2021-03-20 17:36:27.000;25.93
ECS_kWh_3_25;2021-03-19 17:36:27.000;22.42
ECS_kWh_3_25;2021-03-18 17:36:27.000;21.95
ECS_kWh_3_25;2021-03-17 17:36:27.000;12.13
chauffage_kWh_3_25;2021-03-31 17:36:27.000;28.83
chauffage_kWh_3_25;2021-03-30 17:36:27.000;18.83
chauffage_kWh_3_25;2021-03-29 17:36:27.000;10.94
chauffage_kWh_3_25;2021-03-28 17:36:27.000;19.96
chauffage_kWh_3_25;2021-03-27 17:36:27.000;22.74
chauffage_kWh_3_25;2021-03-26 17:36:27.000;28.2
chauffage_kWh_3_25;2021-03-25 17:36:27.000;15.84
chauffage_kWh_3_25;2021-03-24 17:36:27.000;28.44
chauffage_kWh_3_25;2021-03-23 17:36:27.000;16.55
chauffage_kWh_3_25;2021-03-22 17:36:27.000;13.16
chauffage_kWh_3_25;2021-03-21 17:36:27.000;12.81
chauffage_kWh_3_25;2021-03-20 17:36:27.000;22.7
chauffage_kWh_3_25;2021-03-19 17:36:27.000;29.8
chauffage_kWh_3_25;2021-03-18 17:36:27.000;12.62
chauffage_kWh_3_25;2021-03-17 17:36:27.000;13.4
eau_froide_m3_3_25;2021-03-31 17:36:27.000;28.05
eau_froide_m3_3_25;2021-03-30 17:36:27.000;15.13
eau_froide_m3_3_25;2021-03-29 17:36:27.000;12.2
eau_froide_m3_3_25;2021-03-28 17:36:27.000;22.08
eau_froide_m3_3_25;2021-03-27 17:36:27.000;11.78
eau_froide_m3_3_25;2021-03-26 17:36:27.000;23.73
eau_froide_m3_3_25;2021-03-25 17:36:27.000;25.89
eau_froide_m3_3_25;2021-03-24 17:36:27.000;11.1
eau_froide_m3_3_25;2021-03-23 17:36:27.000;10.78
eau_froide_m3_3_25;2021-03-22 17:36:27.000;21.93
eau_froide_m3_3_25;2021-03-21 17:36:27.000;26.02
eau_froide_m3_3_25;2021-03-20 17:36:27.000;18.22
eau_froide_m3_3_25;2021-03-19 17:36:27.000;19.77
eau_froide_m3_3_25;2021-03-18 17:36:27.000;11.2
eau_froide_m3_3_25;2021-03-17 17:36:27.000;18.75
ECS_kWh_3_26;2021-03-31 17:36:27.000;16.6
ECS_kWh_3_26;2021-03-30 17:36:27.000;24.3
ECS_kWh_3_26;2021-03-29 17:36:27.000;20.8
ECS_kWh_3_26;2021-03-28 17:36:27.000;15.53
ECS_kWh_3_26;2021-03-27 17:36:27.000;14.24
ECS_kWh_3_26;2021-03-26 17:36:27.000;29.58
ECS_kWh_3_26;2021-03-25 17:36:27.000;23.45
ECS_kWh_3_26;2021-03-24 17:36:27.000;28.83
ECS_kWh_3_26;2021-03-23 17:36:27.000;27.88
ECS_kWh_3_26;2021-03-22 17:36:27.000;10.73
ECS_kWh_3_26;2021-03-21 17:36:27.000;22.02
ECS_kWh_3_26;2021-03-20 17:36:27.000;17.9
ECS_kWh_3_26;2021-03-19 17:36:27.000;23.48
ECS_kWh_3_26;2021-03-18 17:36:27.000;16.86
ECS_kWh_3_26;2021-03-17 17:36:27.000;13.94
chauffage_kWh_3_26;2021-03-31 17:36:27.000;17.49
chauffage_kWh_3_26;2021-03-30 17:36:27.000;16.69
chauffage_kWh_3_26;2021-03-29 17:36:27.000;11.85
chauffage_kWh_3_26;2021-03-28 17:36:27.000;19.17
chauffage_kWh_3_26;2021-03-27 17:36:27.000;26.95
chauffage_kWh_3_26;2021-03-26 17:36:27.000;23.74
chauffage_kWh_3_26;2021-03-25 17:36:27.000;17.64
chauffage_kWh_3_26;2021-03-24 17:36:27.000;27.54
chauffage_kWh_3_26;2021-03-23 17:36:27.000;17.27
chauffage_kWh_3_26;2021-03-22 17:36:27.000;20.9
chauffage_kWh_3_26;2021-03-21 17:36:27.000;23.12
chauffage_kWh_3_26;2021-03-20 17:36:27.000;22.96
chauffage_kWh_3_26;2021-03-19 17:36:27.000;18.49
chauffage_kWh_3_26;2021-03-18 17:36:27.000;27.0
chauffage_kWh_3_26;2021-03-17 17:36:27.000;15.03
eau_froide_m3_3_26;2021-03-31 17:36:27.000;13.99
eau_froide_m3_3_26;2021-03-30 17:36:27.000;14.15
eau_froide_m3_3_26;2021-03-29 17:36:27.000;16.43
eau_froide_m3_3_26;2021-03-28 17:36:27.000;22.59
eau_froide_m3_3_26;2021-03-27 17:36:27.000;14.73
eau_froide_m3_3_26;2021-03-26 17:36:27.000;21.19
eau_froide_m3_3_26;2021-03-25 17:36:27.000;12.24
eau_froide_m3_3_26;2021-03-24 17:36:27.000;18.75
eau_froide_m3_3_26;2021-03-23 17:36:27.000;21.38
eau_froide_m3_3_26;2021-03-22 17:36:27.000;28.58
eau_froide_m3_3_26;2021-03-21 17:36:27.000;20.35
eau_froide_m3_3_26;2021-03-20 17:36:27.000;16.57
eau_froide_m3_3_26;2021-03-19 17:36:27.000;25.9
eau_froide_m3_3_26;2021-03-18 17:36:27.000;27.01
eau_froide_m3_3_26;2021-03-17 17:36:27.000;11.25
ECS_kWh_3_27;2021-03-31 17:36:27.000;29.66
ECS_kWh_3_27;2021-03-30 17:36:27.000;14.32
ECS_kWh_3_27;2021-03-29 17:36:27.000;18.99
ECS_kWh_3_27;2021-03-28 17:36:27.000;20.39
ECS_kWh_3_27;2021-03-27 17:36:27.000;27.52
ECS_kWh_3_27;2021-03-26 17:36:27.000;17.5
ECS_kWh_3_27;2021-03-25 17:36:27.000;19.58
ECS_kWh_3_27;2021-03-24 17:36:27.000;28.57
ECS_kWh_3_27;2021-03-23 17:36:27.000;27.52
ECS_kWh_3_27;2021-03-22 17:36:27.000;17.75
ECS_kWh_3_27;2021-03-21 17:36:27.000;28.54
ECS_kWh_3_27;2021-03-20 17:36:27.000;25.39
ECS_kWh_3_27;2021-03-19 17:36:27.000;29.64
ECS_kWh_3_27;2021-03-18 17:36:27.000;13.41
ECS_kWh_3_27;2021-03-17 17:36:27.000;19.93
chauffage_kWh_3_27;2021-03-31 17:36:27.000;13.22
chauffage_kWh_3_27;2021-03-30 17:36:27.000;25.66
chauffage_kWh_3_27;2021-03-29 17:36:27.000;27.18
chauffage_kWh_3_27;2021-03-28 17:36:27.000;14.79
chauffage_kWh_3_27;2021-03-27 17:36:27.000;10.18
chauffage_kWh_3_27;2021-03-26 17:36:27.000;23.56
chauffage_kWh_3_27;2021-03-25 17:36:27.000;11.33
chauffage_kWh_3_27;2021-03-24 17:36:27.000;14.4
chauffage_kWh_3_27;2021-03-23 17:36:27.000;25.93
chauffage_kWh_3_27;2021-03-22 17:36:27.000;25.28
chauffage_kWh_3_27;2021-03-21 17:36:27.000;15.56
chauffage_kWh_3_27;2021-03-20 17:36:27.000;19.85
chauffage_kWh_3_27;2021-03-19 17:36:27.000;20.85
chauffage_kWh_3_27;2021-03-18 17:36:27.000;15.96
chauffage_kWh_3_27;2021-03-17 17:36:27.000;13.45
eau_froide_m3_3_27;2021-03-31 17:36:27.000;19.16
eau_froide_m3_3_27;2021-03-30 17:36:27.000;19.29
eau_froide_m3_3_27;2021-03-29 17:36:27.000;29.86
eau_froide_m3_3_27;2021-03-28 17:36:27.000;20.19
eau_froide_m3_3_27;2021-03-27 17:36:27.000;18.09
eau_froide_m3_3_27;2021-03-26 17:36:27.000;22.21
eau_froide_m3_3_27;2021-03-25 17:36:27.000;23.32
eau_froide_m3_3_27;2021-03-24 17:36:27.000;12.02
eau_froide_m3_3_27;2021-03-23 17:36:27.000;13.66
eau_froide_m3_3_27;2021-03-22 17:36:27.000;18.16
eau_froide_m3_3_27;2021-03-21 17:36:27.000;15.68
eau_froide_m3_3_27;2021-03-20 17:36:27.000;26.86
eau_froide_m3_3_27;2021-03-19 17:36:27.000;21.91
eau_froide_m3_3_27;2021-03-18 17:36:27.000;28.3
eau_froide_m3_3_27;2021-03-17 17:36:27.000;10.66
ECS_kWh_3_28;2021-03-31 17:36:27.000;17.3
ECS_kWh_3_28;2021-03-30 17:36:27.000;24.94
ECS_kWh_3_28;2021-03-29 17:36:27.000;19.84
ECS_kWh_3_28;2021-03-28 17:36:27.000;21.54
ECS_kWh_3_28;2021-03-27 17:36:27.000;19.47
ECS_kWh_3_28;2021-03-26 17:36:27.000;10.72
ECS_kWh_3_28;2021-03-25 17:36:27.000;25.92
ECS_kWh_3_28;2021-03-24 17:36:27.000;14.51
ECS_kWh_3_28;2021-03-23 17:36:27.000;12.02
ECS_kWh_3_28;2021-03-22 17:36:27.000;19.76
ECS_kWh_3_28;2021-03-21 17:36:27.000;14.18
ECS_kWh_3_28;2021-03-20 17:36:27.000;28.04
ECS_kWh_3_28;2021-03-19 17:36:27.000;18.77
ECS_kWh_3_28;2021-03-18 17:36:27.000;10.76
ECS_kWh_3_28;2021-03-17 17:36:27.000;29.71
chauffage_kWh_3_28;2021-03-31 17:36:27.000;21.74
chauffage_kWh_3_28;2021-03-30 17:36:27.000;20.19
chauffage_kWh_3_28;2021-03-29 17:36:27.000;22.31
chauffage_kWh_3_28;2021-03-28 17:36:27.000;11.27
chauffage_kWh_3_28;2021-03-27 17:36:27.000;15.77
chauffage_kWh_3_28;2021-03-26 17:36:27.000;23.53
chauffage_kWh_3_28;2021-03-25 17:36:27.000;19.25
chauffage_kWh_3_28;2021-03-24 17:36:27.000;18.77
chauffage_kWh_3_28;2021-03-23 17:36:27.000;13.31
chauffage_kWh_3_28;2021-03-22 17:36:27.000;18.86
chauffage_kWh_3_28;2021-03-21 17:36:27.000;11.56
chauffage_kWh_3_28;2021-03-20 17:36:27.000;18.35
chauffage_kWh_3_28;2021-03-19 17:36:27.000;14.59
chauffage_kWh_3_28;2021-03-18 17:36:27.000;29.98
chauffage_kWh_3_28;2021-03-17 17:36:27.000;17.35
eau_froide_m3_3_28;2021-03-31 17:36:27.000;20.24
eau_froide_m3_3_28;2021-03-30 17:36:27.000;24.73
eau_froide_m3_3_28;2021-03-29 17:36:27.000;10.14
eau_froide_m3_3_28;2021-03-28 17:36:27.000;16.07
eau_froide_m3_3_28;2021-03-27 17:36:27.000;26.89
eau_froide_m3_3_28;2021-03-26 17:36:27.000;22.1
eau_froide_m3_3_28;2021-03-25 17:36:27.000;19.49
eau_froide_m3_3_28;2021-03-24 17:36:27.000;26.58
eau_froide_m3_3_28;2021-03-23 17:36:27.000;10.84
eau_froide_m3_3_28;2021-03-22 17:36:27.000;29.09
eau_froide_m3_3_28;2021-03-21 17:36:27.000;12.39
eau_froide_m3_3_28;2021-03-20 17:36:27.000;11.09
eau_froide_m3_3_28;2021-03-19 17:36:27.000;14.46
eau_froide_m3_3_28;2021-03-18 17:36:27.000;18.2
eau_froide_m3_3_28;2021-03-17 17:36:27.000;14.14
ECS_kWh_3_30;2021-03-31 17:36:27.000;26.19
ECS_kWh_3_30;2021-03-30 17:36:27.000;14.12
ECS_kWh_3_30;2021-03-29 17:36:27.000;27.11
ECS_kWh_3_30;2021-03-28 17:36:27.000;16.18
ECS_kWh_3_30;2021-03-27 17:36:27.000;22.67
ECS_kWh_3_30;2021-03-26 17:36:27.000;25.15
ECS_kWh_3_30;2021-03-25 17:36:27.000;18.18
ECS_kWh_3_30;2021-03-24 17:36:27.000;28.47
ECS_kWh_3_30;2021-03-23 17:36:27.000;19.21
ECS_kWh_3_30;2021-03-22 17:36:27.000;22.84
ECS_kWh_3_30;2021-03-21 17:36:27.000;12.84
ECS_kWh_3_30;2021-03-20 17:36:27.000;27.59
ECS_kWh_3_30;2021-03-19 17:36:27.000;18.47
ECS_kWh_3_30;2021-03-18 17:36:27.000;25.08
ECS_kWh_3_30;2021-03-17 17:36:27.000;10.19
chauffage_kWh_3_30;2021-03-31 17:36:27.000;17.57
chauffage_kWh_3_30;2021-03-30 17:36:27.000;14.6
chauffage_kWh_3_30;2021-03-29 17:36:27.000;26.71
chauffage_kWh_3_30;2021-03-28 17:36:27.000;18.61
chauffage_kWh_3_30;2021-03-27 17:36:27.000;20.88
chauffage_kWh_3_30;2021-03-26 17:36:27.000;19.66
chauffage_kWh_3_30;2021-03-25 17:36:27.000;21.19
chauffage_kWh_3_30;2021-03-24 17:36:27.000;13.77
chauffage_kWh_3_30;2021-03-23 17:36:27.000;23.78
chauffage_kWh_3_30;2021-03-22 17:36:27.000;29.11
chauffage_kWh_3_30;2021-03-21 17:36:27.000;10.89
chauffage_kWh_3_30;2021-03-20 17:36:27.000;25.19
chauffage_kWh_3_30;2021-03-19 17:36:27.000;29.62
chauffage_kWh_3_30;2021-03-18 17:36:27.000;13.69
chauffage_kWh_3_30;2021-03-17 17:36:27.000;17.75
eau_froide_m3_3_30;2021-03-31 17:36:27.000;23.31
eau_froide_m3_3_30;2021-03-30 17:36:27.000;14.97
eau_froide_m3_3_30;2021-03-29 17:36:27.000;27.45
eau_froide_m3_3_30;2021-03-28 17:36:27.000;17.27
eau_froide_m3_3_30;2021-03-27 17:36:27.000;20.44
eau_froide_m3_3_30;2021-03-26 17:36:27.000;28.2
eau_froide_m3_3_30;2021-03-25 17:36:27.000;15.41
eau_froide_m3_3_30;2021-03-24 17:36:27.000;24.29
eau_froide_m3_3_30;2021-03-23 17:36:27.000;28.92
eau_froide_m3_3_30;2021-03-22 17:36:27.000;18.05
eau_froide_m3_3_30;2021-03-21 17:36:27.000;15.05
eau_froide_m3_3_30;2021-03-20 17:36:27.000;12.53
eau_froide_m3_3_30;2021-03-19 17:36:27.000;24.66
eau_froide_m3_3_30;2021-03-18 17:36:27.000;16.14
eau_froide_m3_3_30;2021-03-17 17:36:27.000;20.53
ECS_kWh_3_31;2021-03-31 17:36:27.000;14.77
ECS_kWh_3_31;2021-03-30 17:36:27.000;20.61
ECS_kWh_3_31;2021-03-29 17:36:27.000;10.02
ECS_kWh_3_31;2021-03-28 17:36:27.000;15.49
ECS_kWh_3_31;2021-03-27 17:36:27.000;28.7
ECS_kWh_3_31;2021-03-26 17:36:27.000;23.88
ECS_kWh_3_31;2021-03-25 17:36:27.000;21.83
ECS_kWh_3_31;2021-03-24 17:36:27.000;26.43
ECS_kWh_3_31;2021-03-23 17:36:27.000;29.14
ECS_kWh_3_31;2021-03-22 17:36:27.000;15.9
ECS_kWh_3_31;2021-03-21 17:36:27.000;12.35
ECS_kWh_3_31;2021-03-20 17:36:27.000;10.46
ECS_kWh_3_31;2021-03-19 17:36:27.000;22.53
ECS_kWh_3_31;2021-03-18 17:36:27.000;16.02
ECS_kWh_3_31;2021-03-17 17:36:27.000;22.45
chauffage_kWh_3_31;2021-03-31 17:36:27.000;12.89
chauffage_kWh_3_31;2021-03-30 17:36:27.000;27.5
chauffage_kWh_3_31;2021-03-29 17:36:27.000;23.21
chauffage_kWh_3_31;2021-03-28 17:36:27.000;20.0
chauffage_kWh_3_31;2021-03-27 17:36:27.000;16.13
chauffage_kWh_3_31;2021-03-26 17:36:27.000;21.65
chauffage_kWh_3_31;2021-03-25 17:36:27.000;21.05
chauffage_kWh_3_31;2021-03-24 17:36:27.000;21.22
chauffage_kWh_3_31;2021-03-23 17:36:27.000;11.84
chauffage_kWh_3_31;2021-03-22 17:36:27.000;29.81
chauffage_kWh_3_31;2021-03-21 17:36:27.000;13.34
chauffage_kWh_3_31;2021-03-20 17:36:27.000;17.96
chauffage_kWh_3_31;2021-03-19 17:36:27.000;11.99
chauffage_kWh_3_31;2021-03-18 17:36:27.000;22.92
chauffage_kWh_3_31;2021-03-17 17:36:27.000;18.38
eau_froide_m3_3_31;2021-03-31 17:36:27.000;14.0
eau_froide_m3_3_31;2021-03-30 17:36:27.000;11.04
eau_froide_m3_3_31;2021-03-29 17:36:27.000;15.23
eau_froide_m3_3_31;2021-03-28 17:36:27.000;18.96
eau_froide_m3_3_31;2021-03-27 17:36:27.000;14.4
eau_froide_m3_3_31;2021-03-26 17:36:27.000;18.73
eau_froide_m3_3_31;2021-03-25 17:36:27.000;15.79
eau_froide_m3_3_31;2021-03-24 17:36:27.000;22.39
eau_froide_m3_3_31;2021-03-23 17:36:27.000;13.22
eau_froide_m3_3_31;2021-03-22 17:36:27.000;17.06
eau_froide_m3_3_31;2021-03-21 17:36:27.000;22.62
eau_froide_m3_3_31;2021-03-20 17:36:27.000;23.32
eau_froide_m3_3_31;2021-03-19 17:36:27.000;18.07
eau_froide_m3_3_31;2021-03-18 17:36:27.000;13.7
eau_froide_m3_3_31;2021-03-17 17:36:27.000;17.11
ECS_kWh_3_32;2021-03-31 17:36:27.000;25.58
ECS_kWh_3_32;2021-03-30 17:36:27.000;11.29
ECS_kWh_3_32;2021-03-29 17:36:27.000;19.89
ECS_kWh_3_32;2021-03-28 17:36:27.000;15.34
ECS_kWh_3_32;2021-03-27 17:36:27.000;19.68
ECS_kWh_3_32;2021-03-26 17:36:27.000;11.74
ECS_kWh_3_32;2021-03-25 17:36:27.000;13.86
ECS_kWh_3_32;2021-03-24 17:36:27.000;12.23
ECS_kWh_3_32;2021-03-23 17:36:27.000;21.49
ECS_kWh_3_32;2021-03-22 17:36:27.000;10.52
ECS_kWh_3_32;2021-03-21 17:36:27.000;21.18
ECS_kWh_3_32;2021-03-20 17:36:27.000;14.77
ECS_kWh_3_32;2021-03-19 17:36:27.000;18.33
ECS_kWh_3_32;2021-03-18 17:36:27.000;20.27
ECS_kWh_3_32;2021-03-17 17:36:27.000;24.19
chauffage_kWh_3_32;2021-03-31 17:36:27.000;28.2
chauffage_kWh_3_32;2021-03-30 17:36:27.000;18.15
chauffage_kWh_3_32;2021-03-29 17:36:27.000;18.19
chauffage_kWh_3_32;2021-03-28 17:36:27.000;22.65
chauffage_kWh_3_32;2021-03-27 17:36:27.000;19.49
chauffage_kWh_3_32;2021-03-26 17:36:27.000;25.02
chauffage_kWh_3_32;2021-03-25 17:36:27.000;13.75
chauffage_kWh_3_32;2021-03-24 17:36:27.000;25.18
chauffage_kWh_3_32;2021-03-23 17:36:27.000;27.58
chauffage_kWh_3_32;2021-03-22 17:36:27.000;18.49
chauffage_kWh_3_32;2021-03-21 17:36:27.000;15.96
chauffage_kWh_3_32;2021-03-20 17:36:27.000;27.93
chauffage_kWh_3_32;2021-03-19 17:36:27.000;24.31
chauffage_kWh_3_32;2021-03-18 17:36:27.000;11.26
chauffage_kWh_3_32;2021-03-17 17:36:27.000;15.28
eau_froide_m3_3_32;2021-03-31 17:36:27.000;19.77
eau_froide_m3_3_32;2021-03-30 17:36:27.000;26.94
eau_froide_m3_3_32;2021-03-29 17:36:27.000;25.88
eau_froide_m3_3_32;2021-03-28 17:36:27.000;23.26
eau_froide_m3_3_32;2021-03-27 17:36:27.000;21.81
eau_froide_m3_3_32;2021-03-26 17:36:27.000;13.5
eau_froide_m3_3_32;2021-03-25 17:36:27.000;10.52
eau_froide_m3_3_32;2021-03-24 17:36:27.000;21.7
eau_froide_m3_3_32;2021-03-23 17:36:27.000;14.94
eau_froide_m3_3_32;2021-03-22 17:36:27.000;14.37
eau_froide_m3_3_32;2021-03-21 17:36:27.000;11.62
eau_froide_m3_3_32;2021-03-20 17:36:27.000;23.91
eau_froide_m3_3_32;2021-03-19 17:36:27.000;16.62
eau_froide_m3_3_32;2021-03-18 17:36:27.000;21.72
eau_froide_m3_3_32;2021-03-17 17:36:27.000;23.71
ECS_kWh_3_32;2021-03-31 17:36:27.000;25.38
ECS_kWh_3_32;2021-03-30 17:36:27.000;25.65
ECS_kWh_3_32;2021-03-29 17:36:27.000;26.57
ECS_kWh_3_32;2021-03-28 17:36:27.000;28.31
ECS_kWh_3_32;2021-03-27 17:36:27.000;16.55
ECS_kWh_3_32;2021-03-26 17:36:27.000;18.28
ECS_kWh_3_32;2021-03-25 17:36:27.000;10.95
ECS_kWh_3_32;2021-03-24 17:36:27.000;12.29
ECS_kWh_3_32;2021-03-23 17:36:27.000;28.44
ECS_kWh_3_32;2021-03-22 17:36:27.000;27.15
ECS_kWh_3_32;2021-03-21 17:36:27.000;17.95
ECS_kWh_3_32;2021-03-20 17:36:27.000;13.78
ECS_kWh_3_32;2021-03-19 17:36:27.000;15.2
ECS_kWh_3_32;2021-03-18 17:36:27.000;13.03
ECS_kWh_3_32;2021-03-17 17:36:27.000;22.04
chauffage_kWh_3_33;2021-03-31 17:36:27.000;19.35
chauffage_kWh_3_33;2021-03-30 17:36:27.000;17.1
chauffage_kWh_3_33;2021-03-29 17:36:27.000;23.31
chauffage_kWh_3_33;2021-03-28 17:36:27.000;15.58
chauffage_kWh_3_33;2021-03-27 17:36:27.000;10.3
chauffage_kWh_3_33;2021-03-26 17:36:27.000;28.14
chauffage_kWh_3_33;2021-03-25 17:36:27.000;27.36
chauffage_kWh_3_33;2021-03-24 17:36:27.000;14.18
chauffage_kWh_3_33;2021-03-23 17:36:27.000;23.86
chauffage_kWh_3_33;2021-03-22 17:36:27.000;27.12
chauffage_kWh_3_33;2021-03-21 17:36:27.000;26.72
chauffage_kWh_3_33;2021-03-20 17:36:27.000;11.86
chauffage_kWh_3_33;2021-03-19 17:36:27.000;11.92
chauffage_kWh_3_33;2021-03-18 17:36:27.000;16.49
chauffage_kWh_3_33;2021-03-17 17:36:27.000;25.1
eau_froide_m3_3_33;2021-03-31 17:36:27.000;19.95
eau_froide_m3_3_33;2021-03-30 17:36:27.000;21.68
eau_froide_m3_3_33;2021-03-29 17:36:27.000;23.32
eau_froide_m3_3_33;2021-03-28 17:36:27.000;16.11
eau_froide_m3_3_33;2021-03-27 17:36:27.000;19.86
eau_froide_m3_3_33;2021-03-26 17:36:27.000;11.0
eau_froide_m3_3_33;2021-03-25 17:36:27.000;22.32
eau_froide_m3_3_33;2021-03-24 17:36:27.000;22.26
eau_froide_m3_3_33;2021-03-23 17:36:27.000;13.89
eau_froide_m3_3_33;2021-03-22 17:36:27.000;14.43
eau_froide_m3_3_33;2021-03-21 17:36:27.000;12.03
eau_froide_m3_3_33;2021-03-20 17:36:27.000;14.7
eau_froide_m3_3_33;2021-03-19 17:36:27.000;15.7
eau_froide_m3_3_33;2021-03-18 17:36:27.000;26.11
eau_froide_m3_3_33;2021-03-17 17:36:27.000;28.15
ECS_kWh_3_33;2021-03-31 17:36:27.000;15.15
ECS_kWh_3_33;2021-03-30 17:36:27.000;28.08
ECS_kWh_3_33;2021-03-29 17:36:27.000;26.78
ECS_kWh_3_33;2021-03-28 17:36:27.000;17.8
ECS_kWh_3_33;2021-03-27 17:36:27.000;29.19
ECS_kWh_3_33;2021-03-26 17:36:27.000;28.39
ECS_kWh_3_33;2021-03-25 17:36:27.000;19.99
ECS_kWh_3_33;2021-03-24 17:36:27.000;13.3
ECS_kWh_3_33;2021-03-23 17:36:27.000;23.79
ECS_kWh_3_33;2021-03-22 17:36:27.000;13.0
ECS_kWh_3_33;2021-03-21 17:36:27.000;10.45
ECS_kWh_3_33;2021-03-20 17:36:27.000;15.7
ECS_kWh_3_33;2021-03-19 17:36:27.000;23.98
ECS_kWh_3_33;2021-03-18 17:36:27.000;21.97
ECS_kWh_3_33;2021-03-17 17:36:27.000;28.27
chauffage_kWh_3_34;2021-03-31 17:36:27.000;18.74
chauffage_kWh_3_34;2021-03-30 17:36:27.000;22.69
chauffage_kWh_3_34;2021-03-29 17:36:27.000;14.51
chauffage_kWh_3_34;2021-03-28 17:36:27.000;17.31
chauffage_kWh_3_34;2021-03-27 17:36:27.000;29.14
chauffage_kWh_3_34;2021-03-26 17:36:27.000;19.91
chauffage_kWh_3_34;2021-03-25 17:36:27.000;20.82
chauffage_kWh_3_34;2021-03-24 17:36:27.000;20.46
chauffage_kWh_3_34;2021-03-23 17:36:27.000;14.64
chauffage_kWh_3_34;2021-03-22 17:36:27.000;16.34
chauffage_kWh_3_34;2021-03-21 17:36:27.000;25.98
chauffage_kWh_3_34;2021-03-20 17:36:27.000;15.64
chauffage_kWh_3_34;2021-03-19 17:36:27.000;28.56
chauffage_kWh_3_34;2021-03-18 17:36:27.000;26.41
chauffage_kWh_3_34;2021-03-17 17:36:27.000;16.42
eau_froide_m3_3_34;2021-03-31 17:36:27.000;10.9
eau_froide_m3_3_34;2021-03-30 17:36:27.000;11.93
eau_froide_m3_3_34;2021-03-29 17:36:27.000;16.93
eau_froide_m3_3_34;2021-03-28 17:36:27.000;25.31
eau_froide_m3_3_34;2021-03-27 17:36:27.000;19.68
eau_froide_m3_3_34;2021-03-26 17:36:27.000;14.07
eau_froide_m3_3_34;2021-03-25 17:36:27.000;21.14
eau_froide_m3_3_34;2021-03-24 17:36:27.000;17.6
eau_froide_m3_3_34;2021-03-23 17:36:27.000;21.78
eau_froide_m3_3_34;2021-03-22 17:36:27.000;18.13
eau_froide_m3_3_34;2021-03-21 17:36:27.000;23.43
eau_froide_m3_3_34;2021-03-20 17:36:27.000;19.58
eau_froide_m3_3_34;2021-03-19 17:36:27.000;20.21
eau_froide_m3_3_34;2021-03-18 17:36:27.000;12.33
eau_froide_m3_3_34;2021-03-17 17:36:27.000;13.25
ECS_kWh_3_34;2021-03-31 17:36:27.000;15.88
ECS_kWh_3_34;2021-03-30 17:36:27.000;19.27
ECS_kWh_3_34;2021-03-29 17:36:27.000;15.49
ECS_kWh_3_34;2021-03-28 17:36:27.000;12.49
ECS_kWh_3_34;2021-03-27 17:36:27.000;26.6
ECS_kWh_3_34;2021-03-26 17:36:27.000;18.6
ECS_kWh_3_34;2021-03-25 17:36:27.000;18.47
ECS_kWh_3_34;2021-03-24 17:36:27.000;19.37
ECS_kWh_3_34;2021-03-23 17:36:27.000;16.59
ECS_kWh_3_34;2021-03-22 17:36:27.000;17.42
ECS_kWh_3_34;2021-03-21 17:36:27.000;27.99
ECS_kWh_3_34;2021-03-20 17:36:27.000;14.38
ECS_kWh_3_34;2021-03-19 17:36:27.000;17.51
ECS_kWh_3_34;2021-03-18 17:36:27.000;24.41
ECS_kWh_3_34;2021-03-17 17:36:27.000;29.11
chauffage_kWh_3_35;2021-03-31 17:36:27.000;24.65
chauffage_kWh_3_35;2021-03-30 17:36:27.000;15.0
chauffage_kWh_3_35;2021-03-29 17:36:27.000;11.0
