tagName;ts;value_diff;tagValue;week
eau_froide_m3_3_20;2021-03-29 17:36:27;26.14;18638.23;14
eau_froide_m3_3_20;2021-03-30 17:36:27;22.38;18660.61;14
eau_froide_m3_3_20;2021-03-31 17:36:27;22.88;18683.49;14
ECS_kWh_3_22;2021-03-17 17:36:27;12.22;15012.22;12
ECS_kWh_3_22;2021-03-18 17:36:27;17.9;15030.12;12
ECS_kWh_3_22;2021-03-19 17:36:27;15.53;15045.65;12
ECS_kWh_3_22;2021-03-20 17:36:27;13.67;15059.32;12
ECS_kWh_3_22;2021-03-21 17:36:27;26.89;15086.21;13
ECS_kWh_3_22;2021-03-22 17:36:27;26.26;15112.47;13
ECS_kWh_3_22;2021-03-23 17:36:27;24.59;15137.06;13
ECS_kWh_3_22;2021-03-24 17:36:27;18.28;15155.34;13
ECS_kWh_3_22;2021-03-25 17:36:27;13.51;15168.85;13
ECS_kWh_3_22;2021-03-26 17:36:27;21.37;15190.22;13
ECS_kWh_3_22;2021-03-27 17:36:27;11.12;15201.34;13
ECS_kWh_3_22;2021-03-28 17:36:27;23.63;15224.97;14
ECS_kWh_3_22;2021-03-29 17:36:27;14.86;15239.83;14
ECS_kWh_3_22;2021-03-30 17:36:27;16.21;15256.04;14
ECS_kWh_3_22;2021-03-31 17:36:27;23.7;15279.74;14
chauffage_kWh_3_22;2021-03-17 17:36:27;13.27;12013.27;12
chauffage_kWh_3_22;2021-03-18 17:36:27;15.4;12028.67;12
chauffage_kWh_3_22;2021-03-19 17:36:27;13.29;12041.96;12
chauffage_kWh_3_22;2021-03-20 17:36:27;24.2;12066.16;12
chauffage_kWh_3_22;2021-03-21 17:36:27;16.88;12083.04;13
chauffage_kWh_3_22;2021-03-22 17:36:27;29.91;12112.95;13
chauffage_kWh_3_22;2021-03-23 17:36:27;23.8;12136.75;13
chauffage_kWh_3_22;2021-03-24 17:36:27;26.19;12162.94;13
chauffage_kWh_3_22;2021-03-25 17:36:27;22.64;12185.58;13
chauffage_kWh_3_22;2021-03-26 17:36:27;11.11;12196.69;13
chauffage_kWh_3_22;2021-03-27 17:36:27;23.54;12220.23;13
chauffage_kWh_3_22;2021-03-28 17:36:27;18.24;12238.47;14
chauffage_kWh_3_22;2021-03-29 17:36:27;25.92;12264.39;14
chauffage_kWh_3_22;2021-03-30 17:36:27;27.07;12291.46;14
chauffage_kWh_3_22;2021-03-31 17:36:27;21.43;12312.89;14
eau_froide_m3_3_22;2021-03-17 17:36:27;29.57;18403.57;12
eau_froide_m3_3_22;2021-03-18 17:36:27;19.92;18423.49;12
eau_froide_m3_3_22;2021-03-19 17:36:27;10.35;18433.84;12
eau_froide_m3_3_22;2021-03-20 17:36:27;15.08;18448.92;12
eau_froide_m3_3_22;2021-03-21 17:36:27;10.33;18459.25;13
eau_froide_m3_3_22;2021-03-22 17:36:27;15.96;18475.21;13
eau_froide_m3_3_22;2021-03-23 17:36:27;25.73;18500.94;13
eau_froide_m3_3_22;2021-03-24 17:36:27;14.53;18515.47;13
eau_froide_m3_3_22;2021-03-25 17:36:27;19.19;18534.66;13
eau_froide_m3_3_22;2021-03-26 17:36:27;20.98;18555.64;13
eau_froide_m3_3_22;2021-03-27 17:36:27;21.56;18577.2;13
eau_froide_m3_3_22;2021-03-28 17:36:27;21.4;18598.6;14
eau_froide_m3_3_22;2021-03-29 17:36:27;14.47;18613.07;14
eau_froide_m3_3_22;2021-03-30 17:36:27;29.94;18643.01;14
eau_froide_m3_3_22;2021-03-31 17:36:27;20.2;18663.21;14
ECS_kWh_3_23;2021-03-17 17:36:27;28.94;15028.94;12
ECS_kWh_3_23;2021-03-18 17:36:27;21.44;15050.38;12
ECS_kWh_3_23;2021-03-19 17:36:27;25.57;15075.95;12
ECS_kWh_3_23;2021-03-20 17:36:27;27.3;15103.25;12
ECS_kWh_3_23;2021-03-21 17:36:27;14.82;15118.07;13
ECS_kWh_3_23;2021-03-22 17:36:27;27.95;15146.02;13
ECS_kWh_3_23;2021-03-23 17:36:27;27.35;15173.37;13
ECS_kWh_3_23;2021-03-24 17:36:27;12.12;15185.49;13
ECS_kWh_3_23;2021-03-25 17:36:27;20.76;15206.25;13
ECS_kWh_3_23;2021-03-26 17:36:27;12.91;15219.16;13
ECS_kWh_3_23;2021-03-27 17:36:27;14.18;15233.34;13
ECS_kWh_3_23;2021-03-28 17:36:27;13.28;15246.62;14
ECS_kWh_3_23;2021-03-29 17:36:27;27.72;15274.34;14
ECS_kWh_3_23;2021-03-30 17:36:27;19.76;15294.1;14
ECS_kWh_3_23;2021-03-31 17:36:27;10.44;15304.54;14
chauffage_kWh_3_23;2021-03-17 17:36:27;27.11;12027.11;12
chauffage_kWh_3_23;2021-03-18 17:36:27;26.89;12054;12
chauffage_kWh_3_23;2021-03-19 17:36:27;17.63;12071.63;12
chauffage_kWh_3_23;2021-03-20 17:36:27;17.03;12088.66;12
chauffage_kWh_3_23;2021-03-21 17:36:27;19.28;12107.94;13
chauffage_kWh_3_23;2021-03-22 17:36:27;28.57;12136.51;13
chauffage_kWh_3_23;2021-03-23 17:36:27;26.68;12163.19;13
chauffage_kWh_3_23;2021-03-24 17:36:27;17.16;12180.35;13
chauffage_kWh_3_23;2021-03-25 17:36:27;21.21;12201.56;13
chauffage_kWh_3_23;2021-03-26 17:36:27;26.68;12228.24;13
chauffage_kWh_3_23;2021-03-27 17:36:27;20.94;12249.18;13
chauffage_kWh_3_23;2021-03-28 17:36:27;25.93;12275.11;14
chauffage_kWh_3_23;2021-03-29 17:36:27;28.99;12304.1;14
chauffage_kWh_3_23;2021-03-30 17:36:27;25.63;12329.73;14
chauffage_kWh_3_23;2021-03-31 17:36:27;20.07;12349.8;14
eau_froide_m3_3_23;2021-03-17 17:36:27;21.01;18395.01;12
eau_froide_m3_3_23;2021-03-18 17:36:27;16.12;18411.13;12
eau_froide_m3_3_23;2021-03-19 17:36:27;27.54;18438.67;12
eau_froide_m3_3_23;2021-03-20 17:36:27;15.78;18454.45;12
eau_froide_m3_3_23;2021-03-21 17:36:27;28.09;18482.54;13
eau_froide_m3_3_23;2021-03-22 17:36:27;26.5;18509.04;13
eau_froide_m3_3_23;2021-03-23 17:36:27;12.37;18521.41;13
eau_froide_m3_3_23;2021-03-24 17:36:27;15.58;18536.99;13
eau_froide_m3_3_23;2021-03-25 17:36:27;17.9;18554.89;13
eau_froide_m3_3_23;2021-03-26 17:36:27;20.17;18575.06;13
eau_froide_m3_3_23;2021-03-27 17:36:27;19.76;18594.82;13
eau_froide_m3_3_23;2021-03-28 17:36:27;19.14;18613.96;14
eau_froide_m3_3_23;2021-03-29 17:36:27;20.86;18634.82;14
eau_froide_m3_3_23;2021-03-30 17:36:27;10.83;18645.65;14
eau_froide_m3_3_23;2021-03-31 17:36:27;25.47;18671.12;14
ECS_kWh_3_24;2021-03-17 17:36:27;15.84;15015.84;12
ECS_kWh_3_24;2021-03-18 17:36:27;19.19;15035.03;12
ECS_kWh_3_24;2021-03-19 17:36:27;10.61;15045.64;12
ECS_kWh_3_24;2021-03-20 17:36:27;18.81;15064.45;12
ECS_kWh_3_24;2021-03-21 17:36:27;18.27;15082.72;13
ECS_kWh_3_24;2021-03-22 17:36:27;24.18;15106.9;13
ECS_kWh_3_24;2021-03-23 17:36:27;28.28;15135.18;13
ECS_kWh_3_24;2021-03-24 17:36:27;23.8;15158.98;13
ECS_kWh_3_24;2021-03-25 17:36:27;13.46;15172.44;13
ECS_kWh_3_24;2021-03-26 17:36:27;20.87;15193.31;13
ECS_kWh_3_24;2021-03-27 17:36:27;28.48;15221.79;13
ECS_kWh_3_24;2021-03-28 17:36:27;16.27;15238.06;14
ECS_kWh_3_24;2021-03-29 17:36:27;28.88;15266.94;14
ECS_kWh_3_24;2021-03-30 17:36:27;18.78;15285.72;14
ECS_kWh_3_24;2021-03-31 17:36:27;22.28;15308;14
chauffage_kWh_3_24;2021-03-17 17:36:27;10.5;12010.5;12
chauffage_kWh_3_24;2021-03-18 17:36:27;16.16;12026.66;12
chauffage_kWh_3_24;2021-03-19 17:36:27;18.93;12045.59;12
chauffage_kWh_3_24;2021-03-20 17:36:27;23.45;12069.04;12
chauffage_kWh_3_24;2021-03-21 17:36:27;29.61;12098.65;13
chauffage_kWh_3_24;2021-03-22 17:36:27;13.85;12112.5;13
chauffage_kWh_3_24;2021-03-23 17:36:27;28.61;12141.11;13
chauffage_kWh_3_24;2021-03-24 17:36:27;19.19;12160.3;13
chauffage_kWh_3_24;2021-03-25 17:36:27;17.56;12177.86;13
chauffage_kWh_3_24;2021-03-26 17:36:27;20.7;12198.56;13
chauffage_kWh_3_24;2021-03-27 17:36:27;28.18;12226.74;13
chauffage_kWh_3_24;2021-03-28 17:36:27;29.11;12255.85;14
chauffage_kWh_3_24;2021-03-29 17:36:27;22.6;12278.45;14
chauffage_kWh_3_24;2021-03-30 17:36:27;11.43;12289.88;14
chauffage_kWh_3_24;2021-03-31 17:36:27;10.08;12299.96;14
eau_froide_m3_3_24;2021-03-17 17:36:27;15.72;18389.72;12
eau_froide_m3_3_24;2021-03-18 17:36:27;24.15;18413.87;12
eau_froide_m3_3_24;2021-03-19 17:36:27;28.57;18442.44;12
eau_froide_m3_3_24;2021-03-20 17:36:27;20.98;18463.42;12
eau_froide_m3_3_24;2021-03-21 17:36:27;10.61;18474.03;13
eau_froide_m3_3_24;2021-03-22 17:36:27;20.45;18494.48;13
eau_froide_m3_3_24;2021-03-23 17:36:27;21.6;18516.08;13
eau_froide_m3_3_24;2021-03-24 17:36:27;13.46;18529.54;13
eau_froide_m3_3_24;2021-03-25 17:36:27;11.73;18541.27;13
eau_froide_m3_3_24;2021-03-26 17:36:27;25.72;18566.99;13
eau_froide_m3_3_24;2021-03-27 17:36:27;16.88;18583.87;13
eau_froide_m3_3_24;2021-03-28 17:36:27;28.37;18612.24;14
eau_froide_m3_3_24;2021-03-29 17:36:27;17.32;18629.56;14
eau_froide_m3_3_24;2021-03-30 17:36:27;17.27;18646.83;14
eau_froide_m3_3_24;2021-03-31 17:36:27;21.78;18668.61;14
ECS_kWh_3_25;2021-03-17 17:36:27;25.83;15025.83;12
ECS_kWh_3_25;2021-03-18 17:36:27;18.41;15044.24;12
ECS_kWh_3_25;2021-03-19 17:36:27;17.84;15062.08;12
ECS_kWh_3_25;2021-03-20 17:36:27;20.8;15082.88;12
ECS_kWh_3_25;2021-03-21 17:36:27;18.76;15101.64;13
ECS_kWh_3_25;2021-03-22 17:36:27;16.09;15117.73;13
ECS_kWh_3_25;2021-03-23 17:36:27;18.5;15136.23;13
ECS_kWh_3_25;2021-03-24 17:36:27;11.49;15147.72;13
ECS_kWh_3_25;2021-03-25 17:36:27;24.74;15172.46;13
ECS_kWh_3_25;2021-03-26 17:36:27;10.43;15182.89;13
ECS_kWh_3_25;2021-03-27 17:36:27;14.62;15197.51;13
ECS_kWh_3_25;2021-03-28 17:36:27;25.93;15223.44;14
ECS_kWh_3_25;2021-03-29 17:36:27;22.42;15245.86;14
ECS_kWh_3_25;2021-03-30 17:36:27;21.95;15267.81;14
ECS_kWh_3_25;2021-03-31 17:36:27;12.13;15279.94;14
chauffage_kWh_3_25;2021-03-17 17:36:27;28.83;12028.83;12
chauffage_kWh_3_25;2021-03-18 17:36:27;18.83;12047.66;12
chauffage_kWh_3_25;2021-03-19 17:36:27;10.94;12058.6;12
chauffage_kWh_3_25;2021-03-20 17:36:27;19.96;12078.56;12
chauffage_kWh_3_25;2021-03-21 17:36:27;22.74;12101.3;13
chauffage_kWh_3_25;2021-03-22 17:36:27;28.2;12129.5;13
chauffage_kWh_3_25;2021-03-23 17:36:27;15.84;12145.34;13
chauffage_kWh_3_25;2021-03-24 17:36:27;28.44;12173.78;13
chauffage_kWh_3_25;2021-03-25 17:36:27;16.55;12190.33;13
chauffage_kWh_3_25;2021-03-26 17:36:27;13.16;12203.49;13
chauffage_kWh_3_25;2021-03-27 17:36:27;12.81;12216.3;13
chauffage_kWh_3_25;2021-03-28 17:36:27;22.7;12239;14
chauffage_kWh_3_25;2021-03-29 17:36:27;29.8;12268.8;14
chauffage_kWh_3_25;2021-03-30 17:36:27;12.62;12281.42;14
chauffage_kWh_3_25;2021-03-31 17:36:27;13.4;12294.82;14
eau_froide_m3_3_25;2021-03-17 17:36:27;28.05;18402.05;12
eau_froide_m3_3_25;2021-03-18 17:36:27;15.13;18417.18;12
eau_froide_m3_3_25;2021-03-19 17:36:27;12.2;18429.38;12
eau_froide_m3_3_25;2021-03-20 17:36:27;22.08;18451.46;12
eau_froide_m3_3_25;2021-03-21 17:36:27;11.78;18463.24;13
eau_froide_m3_3_25;2021-03-22 17:36:27;23.73;18486.97;13
eau_froide_m3_3_25;2021-03-23 17:36:27;25.89;18512.86;13
eau_froide_m3_3_25;2021-03-24 17:36:27;11.1;18523.96;13
eau_froide_m3_3_25;2021-03-25 17:36:27;10.78;18534.74;13
eau_froide_m3_3_25;2021-03-26 17:36:27;21.93;18556.67;13
eau_froide_m3_3_25;2021-03-27 17:36:27;26.02;18582.69;13
eau_froide_m3_3_25;2021-03-28 17:36:27;18.22;18600.91;14
eau_froide_m3_3_25;2021-03-29 17:36:27;19.77;18620.68;14
eau_froide_m3_3_25;2021-03-30 17:36:27;11.2;18631.88;14
eau_froide_m3_3_25;2021-03-31 17:36:27;18.75;18650.63;14
ECS_kWh_3_26;2021-03-17 17:36:27;16.6;15016.6;12
ECS_kWh_3_26;2021-03-18 17:36:27;24.3;15040.9;12
ECS_kWh_3_26;2021-03-19 17:36:27;20.8;15061.7;12
ECS_kWh_3_26;2021-03-20 17:36:27;15.53;15077.23;12
ECS_kWh_3_26;2021-03-21 17:36:27;14.24;15091.47;13
ECS_kWh_3_26;2021-03-22 17:36:27;29.58;15121.05;13
ECS_kWh_3_26;2021-03-23 17:36:27;23.45;15144.5;13
ECS_kWh_3_26;2021-03-24 17:36:27;28.83;15173.33;13
ECS_kWh_3_26;2021-03-25 17:36:27;27.88;15201.21;13
ECS_kWh_3_26;2021-03-26 17:36:27;10.73;15211.94;13
ECS_kWh_3_26;2021-03-27 17:36:27;22.02;15233.96;13
ECS_kWh_3_26;2021-03-28 17:36:27;17.9;15251.86;14
ECS_kWh_3_26;2021-03-29 17:36:27;23.48;15275.34;14
ECS_kWh_3_26;2021-03-30 17:36:27;16.86;15292.2;14
ECS_kWh_3_26;2021-03-31 17:36:27;13.94;15306.14;14
chauffage_kWh_3_26;2021-03-17 17:36:27;17.49;12017.49;12
chauffage_kWh_3_26;2021-03-18 17:36:27;16.69;12034.18;12
chauffage_kWh_3_26;2021-03-19 17:36:27;11.85;12046.03;12
chauffage_kWh_3_26;2021-03-20 17:36:27;19.17;12065.2;12
chauffage_kWh_3_26;2021-03-21 17:36:27;26.95;12092.15;13
chauffage_kWh_3_26;2021-03-22 17:36:27;23.74;12115.89;13
chauffage_kWh_3_26;2021-03-23 17:36:27;17.64;12133.53;13
chauffage_kWh_3_26;2021-03-24 17:36:27;27.54;12161.07;13
chauffage_kWh_3_26;2021-03-25 17:36:27;17.27;12178.34;13
chauffage_kWh_3_26;2021-03-26 17:36:27;20.9;12199.24;13
chauffage_kWh_3_26;2021-03-27 17:36:27;23.12;12222.36;13
chauffage_kWh_3_26;2021-03-28 17:36:27;22.96;12245.32;14
chauffage_kWh_3_26;2021-03-29 17:36:27;18.49;12263.81;14
chauffage_kWh_3_26;2021-03-30 17:36:27;27;12290.81;14
chauffage_kWh_3_26;2021-03-31 17:36:27;15.03;12305.84;14
eau_froide_m3_3_26;2021-03-17 17:36:27;13.99;18387.99;12
eau_froide_m3_3_26;2021-03-18 17:36:27;14.15;18402.14;12
eau_froide_m3_3_26;2021-03-19 17:36:27;16.43;18418.57;12
eau_froide_m3_3_26;2021-03-20 17:36:27;22.59;18441.16;12
eau_froide_m3_3_26;2021-03-21 17:36:27;14.73;18455.89;13
eau_froide_m3_3_26;2021-03-22 17:36:27;21.19;18477.08;13
eau_froide_m3_3_26;2021-03-23 17:36:27;12.24;18489.32;13
eau_froide_m3_3_26;2021-03-24 17:36:27;18.75;18508.07;13
eau_froide_m3_3_26;2021-03-25 17:36:27;21.38;18529.45;13
eau_froide_m3_3_26;2021-03-26 17:36:27;28.58;18558.03;13
eau_froide_m3_3_26;2021-03-27 17:36:27;20.35;18578.38;13
eau_froide_m3_3_26;2021-03-28 17:36:27;16.57;18594.95;14
eau_froide_m3_3_26;2021-03-29 17:36:27;25.9;18620.85;14
eau_froide_m3_3_26;2021-03-30 17:36:27;27.01;18647.86;14
eau_froide_m3_3_26;2021-03-31 17:36:27;11.25;18659.11;14
ECS_kWh_3_27;2021-03-17 17:36:27;29.66;15029.66;12
ECS_kWh_3_27;2021-03-18 17:36:27;14.32;15043.98;12
ECS_kWh_3_27;2021-03-19 17:36:27;18.99;15062.97;12
ECS_kWh_3_27;2021-03-20 17:36:27;20.39;15083.36;12
ECS_kWh_3_27;2021-03-21 17:36:27;27.52;15110.88;13
ECS_kWh_3_27;2021-03-22 17:36:27;17.5;15128.38;13
ECS_kWh_3_27;2021-03-23 17:36:27;19.58;15147.96;13
ECS_kWh_3_27;2021-03-24 17:36:27;28.57;15176.53;13
ECS_kWh_3_27;2021-03-25 17:36:27;27.52;15204.05;13
ECS_kWh_3_27;2021-03-26 17:36:27;17.75;15221.8;13
ECS_kWh_3_27;2021-03-27 17:36:27;28.54;15250.34;13
ECS_kWh_3_27;2021-03-28 17:36:27;25.39;15275.73;14
ECS_kWh_3_27;2021-03-29 17:36:27;29.64;15305.37;14
ECS_kWh_3_27;2021-03-30 17:36:27;13.41;15318.78;14
ECS_kWh_3_27;2021-03-31 17:36:27;19.93;15338.71;14
chauffage_kWh_3_27;2021-03-17 17:36:27;13.22;12013.22;12
chauffage_kWh_3_27;2021-03-18 17:36:27;25.66;12038.88;12
chauffage_kWh_3_27;2021-03-19 17:36:27;27.18;12066.06;12
chauffage_kWh_3_27;2021-03-20 17:36:27;14.79;12080.85;12
chauffage_kWh_3_27;2021-03-21 17:36:27;10.18;12091.03;13
chauffage_kWh_3_27;2021-03-22 17:36:27;23.56;12114.59;13
chauffage_kWh_3_27;2021-03-23 17:36:27;11.33;12125.92;13
chauffage_kWh_3_27;2021-03-24 17:36:27;14.4;12140.32;13
chauffage_kWh_3_27;2021-03-25 17:36:27;25.93;12166.25;13
chauffage_kWh_3_27;2021-03-26 17:36:27;25.28;12191.53;13
chauffage_kWh_3_27;2021-03-27 17:36:27;15.56;12207.09;13
chauffage_kWh_3_27;2021-03-28 17:36:27;19.85;12226.94;14
chauffage_kWh_3_27;2021-03-29 17:36:27;20.85;12247.79;14
chauffage_kWh_3_27;2021-03-30 17:36:27;15.96;12263.75;14
chauffage_kWh_3_27;2021-03-31 17:36:27;13.45;12277.2;14
eau_froide_m3_3_27;2021-03-17 17:36:27;19.16;18393.16;12
eau_froide_m3_3_27;2021-03-18 17:36:27;19.29;18412.45;12
eau_froide_m3_3_27;2021-03-19 17:36:27;29.86;18442.31;12
eau_froide_m3_3_27;2021-03-20 17:36:27;20.19;18462.5;12
eau_froide_m3_3_27;2021-03-21 17:36:27;18.09;18480.59;13
eau_froide_m3_3_27;2021-03-22 17:36:27;22.21;18502.8;13
eau_froide_m3_3_27;2021-03-23 17:36:27;23.32;18526.12;13
eau_froide_m3_3_27;2021-03-24 17:36:27;12.02;18538.14;13
eau_froide_m3_3_27;2021-03-25 17:36:27;13.66;18551.8;13
eau_froide_m3_3_27;2021-03-26 17:36:27;18.16;18569.96;13
eau_froide_m3_3_27;2021-03-27 17:36:27;15.68;18585.64;13
eau_froide_m3_3_27;2021-03-28 17:36:27;26.86;18612.5;14
eau_froide_m3_3_27;2021-03-29 17:36:27;21.91;18634.41;14
eau_froide_m3_3_27;2021-03-30 17:36:27;28.3;18662.71;14
eau_froide_m3_3_27;2021-03-31 17:36:27;10.66;18673.37;14
ECS_kWh_3_28;2021-03-17 17:36:27;17.3;15017.3;12
ECS_kWh_3_28;2021-03-18 17:36:27;24.94;15042.24;12
ECS_kWh_3_28;2021-03-19 17:36:27;19.84;15062.08;12
ECS_kWh_3_28;2021-03-20 17:36:27;21.54;15083.62;12
ECS_kWh_3_28;2021-03-21 17:36:27;19.47;15103.09;13
ECS_kWh_3_28;2021-03-22 17:36:27;10.72;15113.81;13
ECS_kWh_3_28;2021-03-23 17:36:27;25.92;15139.73;13
ECS_kWh_3_28;2021-03-24 17:36:27;14.51;15154.24;13
ECS_kWh_3_28;2021-03-25 17:36:27;12.02;15166.26;13
ECS_kWh_3_28;2021-03-26 17:36:27;19.76;15186.02;13
ECS_kWh_3_28;2021-03-27 17:36:27;14.18;15200.2;13
ECS_kWh_3_28;2021-03-28 17:36:27;28.04;15228.24;14
ECS_kWh_3_28;2021-03-29 17:36:27;18.77;15247.01;14
ECS_kWh_3_28;2021-03-30 17:36:27;10.76;15257.77;14
ECS_kWh_3_28;2021-03-31 17:36:27;29.71;15287.48;14
chauffage_kWh_3_28;2021-03-17 17:36:27;21.74;12021.74;12
chauffage_kWh_3_28;2021-03-18 17:36:27;20.19;12041.93;12
chauffage_kWh_3_28;2021-03-19 17:36:27;22.31;12064.24;12
chauffage_kWh_3_28;2021-03-20 17:36:27;11.27;12075.51;12
chauffage_kWh_3_28;2021-03-21 17:36:27;15.77;12091.28;13
chauffage_kWh_3_28;2021-03-22 17:36:27;23.53;12114.81;13
chauffage_kWh_3_28;2021-03-23 17:36:27;19.25;12134.06;13
chauffage_kWh_3_28;2021-03-24 17:36:27;18.77;12152.83;13
chauffage_kWh_3_28;2021-03-25 17:36:27;13.31;12166.14;13
chauffage_kWh_3_28;2021-03-26 17:36:27;18.86;12185;13
chauffage_kWh_3_28;2021-03-27 17:36:27;11.56;12196.56;13
chauffage_kWh_3_28;2021-03-28 17:36:27;18.35;12214.91;14
chauffage_kWh_3_28;2021-03-29 17:36:27;14.59;12229.5;14
chauffage_kWh_3_28;2021-03-30 17:36:27;29.98;12259.48;14
chauffage_kWh_3_28;2021-03-31 17:36:27;17.35;12276.83;14
eau_froide_m3_3_28;2021-03-17 17:36:27;20.24;18394.24;12
eau_froide_m3_3_28;2021-03-18 17:36:27;24.73;18418.97;12
eau_froide_m3_3_28;2021-03-19 17:36:27;10.14;18429.11;12
eau_froide_m3_3_28;2021-03-20 17:36:27;16.07;18445.18;12
eau_froide_m3_3_28;2021-03-21 17:36:27;26.89;18472.07;13
eau_froide_m3_3_28;2021-03-22 17:36:27;22.1;18494.17;13
eau_froide_m3_3_28;2021-03-23 17:36:27;19.49;18513.66;13
eau_froide_m3_3_28;2021-03-24 17:36:27;26.58;18540.24;13
eau_froide_m3_3_28;2021-03-25 17:36:27;10.84;18551.08;13
eau_froide_m3_3_28;2021-03-26 17:36:27;29.09;18580.17;13
eau_froide_m3_3_28;2021-03-27 17:36:27;12.39;18592.56;13
eau_froide_m3_3_28;2021-03-28 17:36:27;11.09;18603.65;14
eau_froide_m3_3_28;2021-03-29 17:36:27;14.46;18618.11;14
eau_froide_m3_3_28;2021-03-30 17:36:27;18.2;18636.31;14
eau_froide_m3_3_28;2021-03-31 17:36:27;14.14;18650.45;14
ECS_kWh_3_30;2021-03-17 17:36:27;26.19;15026.19;12
ECS_kWh_3_30;2021-03-18 17:36:27;14.12;15040.31;12
ECS_kWh_3_30;2021-03-19 17:36:27;27.11;15067.42;12
ECS_kWh_3_30;2021-03-20 17:36:27;16.18;15083.6;12
ECS_kWh_3_30;2021-03-21 17:36:27;22.67;15106.27;13
ECS_kWh_3_30;2021-03-22 17:36:27;25.15;15131.42;13
ECS_kWh_3_30;2021-03-23 17:36:27;18.18;15149.6;13
ECS_kWh_3_30;2021-03-24 17:36:27;28.47;15178.07;13
ECS_kWh_3_30;2021-03-25 17:36:27;19.21;15197.28;13
ECS_kWh_3_30;2021-03-26 17:36:27;22.84;15220.12;13
ECS_kWh_3_30;2021-03-27 17:36:27;12.84;15232.96;13
ECS_kWh_3_30;2021-03-28 17:36:27;27.59;15260.55;14
ECS_kWh_3_30;2021-03-29 17:36:27;18.47;15279.02;14
ECS_kWh_3_30;2021-03-30 17:36:27;25.08;15304.1;14
ECS_kWh_3_30;2021-03-31 17:36:27;10.19;15314.29;14
chauffage_kWh_3_30;2021-03-17 17:36:27;17.57;12017.57;12
chauffage_kWh_3_30;2021-03-18 17:36:27;14.6;12032.17;12
chauffage_kWh_3_30;2021-03-19 17:36:27;26.71;12058.88;12
chauffage_kWh_3_30;2021-03-20 17:36:27;18.61;12077.49;12
chauffage_kWh_3_30;2021-03-21 17:36:27;20.88;12098.37;13
chauffage_kWh_3_30;2021-03-22 17:36:27;19.66;12118.03;13
chauffage_kWh_3_30;2021-03-23 17:36:27;21.19;12139.22;13
chauffage_kWh_3_30;2021-03-24 17:36:27;13.77;12152.99;13
chauffage_kWh_3_30;2021-03-25 17:36:27;23.78;12176.77;13
chauffage_kWh_3_30;2021-03-26 17:36:27;29.11;12205.88;13
chauffage_kWh_3_30;2021-03-27 17:36:27;10.89;12216.77;13
chauffage_kWh_3_30;2021-03-28 17:36:27;25.19;12241.96;14
chauffage_kWh_3_30;2021-03-29 17:36:27;29.62;12271.58;14
chauffage_kWh_3_30;2021-03-30 17:36:27;13.69;12285.27;14
chauffage_kWh_3_30;2021-03-31 17:36:27;17.75;12303.02;14
eau_froide_m3_3_30;2021-03-17 17:36:27;23.31;18397.31;12
eau_froide_m3_3_30;2021-03-18 17:36:27;14.97;18412.28;12
eau_froide_m3_3_30;2021-03-19 17:36:27;27.45;18439.73;12
eau_froide_m3_3_30;2021-03-20 17:36:27;17.27;18457;12
eau_froide_m3_3_30;2021-03-21 17:36:27;20.44;18477.44;13
eau_froide_m3_3_30;2021-03-22 17:36:27;28.2;18505.64;13
eau_froide_m3_3_30;2021-03-23 17:36:27;15.41;18521.05;13
eau_froide_m3_3_30;2021-03-24 17:36:27;24.29;18545.34;13
eau_froide_m3_3_30;2021-03-25 17:36:27;28.92;18574.26;13
eau_froide_m3_3_30;2021-03-26 17:36:27;18.05;18592.31;13
eau_froide_m3_3_30;2021-03-27 17:36:27;15.05;18607.36;13
eau_froide_m3_3_30;2021-03-28 17:36:27;12.53;18619.89;14
eau_froide_m3_3_30;2021-03-29 17:36:27;24.66;18644.55;14
eau_froide_m3_3_30;2021-03-30 17:36:27;16.14;18660.69;14
eau_froide_m3_3_30;2021-03-31 17:36:27;20.53;18681.22;14
ECS_kWh_3_31;2021-03-17 17:36:27;14.77;15014.77;12
ECS_kWh_3_31;2021-03-18 17:36:27;20.61;15035.38;12
ECS_kWh_3_31;2021-03-19 17:36:27;10.02;15045.4;12
ECS_kWh_3_31;2021-03-20 17:36:27;15.49;15060.89;12
ECS_kWh_3_31;2021-03-21 17:36:27;28.7;15089.59;13
ECS_kWh_3_31;2021-03-22 17:36:27;23.88;15113.47;13
ECS_kWh_3_31;2021-03-23 17:36:27;21.83;15135.3;13
ECS_kWh_3_31;2021-03-24 17:36:27;26.43;15161.73;13
ECS_kWh_3_31;2021-03-25 17:36:27;29.14;15190.87;13
ECS_kWh_3_31;2021-03-26 17:36:27;15.9;15206.77;13
ECS_kWh_3_31;2021-03-27 17:36:27;12.35;15219.12;13
ECS_kWh_3_31;2021-03-28 17:36:27;10.46;15229.58;14
ECS_kWh_3_31;2021-03-29 17:36:27;22.53;15252.11;14
ECS_kWh_3_31;2021-03-30 17:36:27;16.02;15268.13;14
ECS_kWh_3_31;2021-03-31 17:36:27;22.45;15290.58;14
chauffage_kWh_3_31;2021-03-17 17:36:27;12.89;12012.89;12
chauffage_kWh_3_31;2021-03-18 17:36:27;27.5;12040.39;12
chauffage_kWh_3_31;2021-03-19 17:36:27;23.21;12063.6;12
